30,15,5
31,15,5
32,15,5
33,15,5
34,15,5
35,15,5
36,15,5
37,15,5
38,15,5
39,15,5
40,15,5
41,15,5
42,15,5
43,15,5
44,15,5
45,15,5
46,15,5
47,15,5
47,14,5
47,13,5
47,12,5
47,11,5
47,10,5
47,9,5
46,9,5
45,9,5
44,9,5
43,9,5
43,10,5
43,11,5
44,11,5
45,11,5
46,11,5
47,11,5
48,11,5
49,11,5
50,11,5
51,11,5
52,11,5
53,11,5
54,11,5
55,11,5
56,11,5
57,11,5
58,11,5
59,11,5
60,11,5
61,11,5
62,11,5
63,11,5
64,11,5
65,11,5
66,11,5
67,11,5
68,11,5
69,11,5
70,11,5
71,11,5
72,11,5
73,11,5
74,11,5
75,11,5
76,11,5
77,11,5
2,11,5
3,11,5
4,11,5
5,11,5
6,11,5
7,11,5
8,11,5
9,11,5
10,11,5
11,11,5
12,11,5
13,11,5
14,11,5
15,11,5
16,11,5
